"state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","FIPS"
"TX","Jim Hogg County","4838","34","5300","16","5281","3","48247"
"TX","Jim Wells County","38891","59","40838","62","39326","84","48249"
"TX","Johnson County","179927","2265","150934","1520","126811","1284","48251"
"TX","Jones County","19663","5073","20202","4807","20785","4682","48253"
"TX","Karnes County","14710","2929","14824","3159","15446","3358","48255"
"TX","Kaufman County","145310","416","103350","255","71313","184","48257"
"TX","Kendall County","44279","119","33410","31","23743","27","48259"
"TX","Kenedy County","350","0","416","0","414","0","48261"
"TX","Kent County","753","0","808","0","859","0","48263"
"TX","Kerr County","52598","200","49625","170","43653","143","48265"
"TX","Kimble County","4286","9","4607","10","4468","14","48267"
"TX","King County","265","0","286","0","356","0","48269"
"TX","Kinney County","3129","389","3598","332","3379","23","48271"
"TX","Kleberg County","31040","0","32061","120","31549","136","48273"
"TX","Knox County","3353","3","3719","11","4253","13","48275"
"TX","Lamar County","50088","120","49793","148","48499","186","48277"
"TX","Lamb County","13045","31","13977","40","14709","51","48279"
"TX","Lampasas County","21627","44","19677","26","17762","35","48281"
"TX","La Salle County","6664","1338","6886","1583","5866","551","48283"
"TX","Lavaca County","20337","22","19263","38","19210","11","48285"
"TX","Lee County","17478","22","16612","38","15657","400","48287"
"TX","Leon County","15719","39","16801","27","15335","24","48289"
"TX","Liberty County","91628","4573","75643","4815","70154","4682","48291"
"TX","Limestone County","22146","611","23384","1305","22051","902","48293"
"TX","Lipscomb County","3059","9","3302","4","3057","1","48295"
"TX","Live Oak County","11335","1350","11531","1013","12309","1436","48297"
"TX","Llano County","21243","0","19301","0","17044","17","48299"
"TX","Loving County","64","0","82","0","67","0","48301"
"TX","Lubbock County","310639","2003","278831","1893","242628","1928","48303"
"TX","Lynn County","5596","35","5915","42","6550","12","48305"
"TX","McCulloch County","7630","23","8283","19","8205","9","48307"
"TX","McLennan County","260579","1150","234906","1184","213517","797","48309"
"TX","McMullen County","600","0","707","0","851","0","48311"
"TX","Madison County","13455","2306","13664","2355","12940","2710","48313"
"TX","Marion County","9725","16","10546","65","10941","21","48315"
"TX","Martin County","5237","5","4799","7","4746","8","48317"
"TX","Mason County","3953","7","4012","3","3738","0","48319"
"TX","Matagorda County","36255","51","36702","129","37957","142","48321"
"TX","Maverick County","57887","316","54258","879","47297","0","48323"
"TX","Medina County","50748","1805","46006","1882","39304","1342","48325"
"TX","Menard County","1962","6","2242","5","2360","4","48327"
"TX","Midland County","169983","318","136872","364","116009","268","48329"
"TX","Milam County","24754","117","24757","86","24238","44","48331"
"TX","Mills County","4456","31","4936","4","5151","7","48333"
"TX","Mitchell County","8990","2113","9403","2296","9698","2534","48335"
"TX","Montague County","19965","41","19719","51","19117","38","48337"
"TX","Montgomery County","620443","2502","455746","1859","293768","617","48339"
"TX","Moore County","21358","42","21904","39","20121","35","48341"
"TX","Morris County","11973","20","12934","29","13048","27","48343"
"TX","Motley County","1063","0","1210","0","1426","0","48345"
"TX","Nacogdoches County","64653","222","64524","204","59203","191","48347"
"TX","Navarro County","52624","197","47735","179","45124","157","48349"
"TX","Newton County","12217","15","14445","666","15072","531","48351"
"TX","Nolan County","14738","82","15216","49","15802","134","48353"
"TX","Nueces County","353178","1899","340223","1719","313645","1007","48355"
"TX","Ochiltree County","10015","10","10223","18","9006","20","48357"
"TX","Oldham County","1758","17","2052","2","2185","5","48359"
"TX","Orange County","84808","123","81837","151","84966","409","48361"
"TX","Palo Pinto County","28409","80","28111","97","27026","106","48363"
"TX","Panola County","22491","42","23796","54","22756","52","48365"
"TX","Parker County","148222","263","116927","2357","88495","2261","48367"
"TX","Parmer County","9869","20","10269","26","10016","14","48369"
"TX","Pecos County","15193","1734","15507","1956","16809","1973","48371"
"TX","Polk County","50123","3522","45413","3907","41133","2996","48373"
"TX","Potter County","118525","5630","121073","5669","113546","5044","48375"
"TX","Presidio County","6131","43","7818","0","7304","89","48377"
"TX","Rains County","12164","28","10914","25","9139","11","48379"
"TX","Randall County","140753","390","120725","317","104312","157","48381"
"TX","Reagan County","3385","0","3367","0","3326","12","48383"
"TX","Real County","2758","0","3309","0","3047","0","48385"
"TX","Red River County","11587","39","12860","28","14314","37","48387"
"TX","Reeves County","14748","2981","13783","3034","13137","1070","48389"
"TX","Refugio County","6741","26","7383","25","7828","31","48391"
"TX","Roberts County","827","0","929","0","887","0","48393"
"TX","Robertson County","16757","26","16622","41","16000","41","48395"
"TX","Rockwall County","107819","204","78337","167","43080","76","48397"
"TX","Runnels County","9900","33","10501","48","11495","57","48399"
"TX","Rusk County","52214","4622","53330","4701","47372","2215","48401"
"TX","Sabine County","9894","0","10834","0","10469","7","48403"
"TX","San Augustine County","7918","0","8865","0","8946","4","48405"
"TX","San Jacinto County","27402","81","26384","54","22246","48","48407"
"TX","San Patricio County","68755","219","64804","249","67138","280","48409"
"TX","San Saba County","5730","568","6131","583","6186","6","48411"
"TX","Schleicher County","2451","0","3461","0","2935","14","48413"
"TX","Scurry County","16932","1026","16921","1336","16361","1348","48415"
"TX","Shackelford County","3105","3","3378","0","3302","5","48417"
"TX","Shelby County","24022","0","25448","0","25224","45","48419"
"TX","Sherman County","2782","6","3034","3","3186","2","48421"
"TX","Smith County","233479","962","209714","800","174706","790","48423"
"TX","Somervell County","9205","0","8490","0","6809","15","48425"
"TX","Starr County","65920","134","60968","607","53597","279","48427"
"TX","Stephens County","9101","596","9630","503","9674","531","48429"
"TX","Sterling County","1372","0","1143","0","1393","0","48431"
"TX","Stonewall County","1245","6","1490","0","1693","4","48433"
"TX","Sutton County","3372","6","4128","10","4077","4","48435"
"TX","Swisher County","6971","581","7854","594","8378","590","48437"
"TX","Tarrant County","2110640","7655","1809034","5854","1446219","7862","48439"
"TX","Taylor County","143208","647","131506","0","126555","383","48441"
"TX","Terrell County","760","0","984","0","1081","0","48443"
"TX","Terry County","11831","597","12651","1031","12761","883","48445"
"TX","Throckmorton County","1440","0","1641","0","1850","0","48447"
"TX","Titus County","31247","6","32334","0","28118","122","48449"
"TX","Tom Green County","120003","459","110224","442","104010","291","48451"
"TX","Travis County","1290188","3051","1024266","3475","812280","3544","48453"
"TX","Trinity County","13602","13","14585","4","13779","56","48455"
"TX","Tyler County","19798","1892","21766","1809","20871","1343","48457"
"TX","Upshur County","40892","120","39309","1","35291","75","48459"
"TX","Upton County","3308","42","3355","33","3404","4","48461"
"TX","Uvalde County","24564","256","26405","109","25926","134","48463"
"TX","Val Verde County","47586","1223","48879","1144","44856","248","48465"
"TX","Van Zandt County","59541","149","52579","134","48140","87","48467"
"TX","Victoria County","91319","263","86793","409","84088","473","48469"
"TX","Walker County","76400","14881","67861","13566","61758","14050","48471"
"TX","Waller County","56794","53","43205","179","32663","78","48473"
"TX","Ward County","11644","64","10658","54","10909","72","48475"
"TX","Washington County","35805","70","33718","337","30373","72","48477"
"TX","Webb County","267114","1783","250304","1591","193117","1212","48479"
"TX","Wharton County","41570","51","41280","88","41188","92","48481"
"TX","Wheeler County","4990","24","5410","3","5284","6","48483"
"TX","Wichita County","129350","4049","131500","4180","131664","4147","48485"
"TX","Wilbarger County","12887","15","13535","38","14676","22","48487"
"TX","Willacy County","20164","2457","22134","3200","20082","1063","48489"
"TX","Williamson County","609017","633","422679","2699","249967","1936","48491"
"TX","Wilson County","49753","51","42918","59","32408","158","48493"
"TX","Winkler County","7791","98","7110","97","7173","97","48495"
"TX","Wise County","68632","508","59127","746","48793","800","48497"
"TX","Wood County","44843","683","41964","239","36752","572","48499"
"TX","Yoakum County","7694","0","7879","0","7322","4","48501"
"TX","Young County","17867","24","18550","85","17943","32","48503"
"TX","Zapata County","13889","73","14018","0","12182","0","48505"
"TX","Zavala County","9670","29","11677","409","11600","340","48507"
"AL","Autauga County","58805","142","54571","181","43671","100","1001"
"AL","Baldwin County","231767","1229","182265","1050","140415","863","1003"
"AL","Barbour County","25223","2517","27457","3044","29038","2464","1005"
"AL","Bibb County","22293","1856","22915","2007","20826","900","1007"
"AL","Blount County","59134","91","57322","129","51024","120","1009"
"AL","Bullock County","10357","1580","10914","1528","11714","1397","1011"
"AL","Butler County","19051","54","20947","38","21399","31","1013"
"AL","Calhoun County","116441","1024","118572","469","112249","357","1015"
"AL","Chambers County","34772","126","34215","137","36583","173","1017"
"AL","Cherokee County","24971","115","25989","80","23988","74","1019"
"AL","Chilton County","45014","148","43643","171","39593","148","1021"
"AL","Choctaw County","12665","0","13859","36","15922","33","1023"
"AL","Clarke County","23087","88","25833","100","27867","59","1025"
"AL","Clay County","14236","83","13932","76","14254","44","1027"
"AL","Cleburne County","15056","90","14972","91","14123","26","1029"
"AL","Coffee County","53465","305","49948","241","43615","356","1031"
"AL","Colbert County","57227","21","54428","77","54984","75","1033"
"AL","Conecuh County","11597","46","13228","45","14089","0","1035"
"AL","Coosa County","10387","250","11539","80","12202","343","1037"
"AL","Covington County","37570","72","37765","172","37631","125","1039"
"AL","Crenshaw County","13194","0","13906","0","13665","14","1041"
"AL","Cullman County","87866","258","80406","290","77483","102","1043"
"AL","Dale County","49326","62","50251","72","49129","56","1045"
"AL","Dallas County","38462","6","43820","0","46365","0","1047"
"AL","DeKalb County","71608","277","71109","204","64452","65","1049"
"AL","Elmore County","87977","5286","79303","5025","65874","4687","1051"
"AL","Escambia County","36757","1826","38319","3051","38440","1535","1053"
"AL","Etowah County","103436","446","104430","784","103459","405","1055"
"AL","Fayette County","16321","80","17241","62","18495","53","1057"
"AL","Franklin County","32113","86","31704","88","31223","75","1059"
"AL","Geneva County","26659","74","26790","53","25764","40","1061"
"AL","Greene County","7730","23","9045","0","9974","22","1063"
"AL","Hale County","14785","18","15760","167","17185","107","1065"
"AL","Henry County","17146","22","17302","55","16310","23","1067"
"AL","Houston County","107202","152","101547","553","88787","383","1069"
"AL","Jackson County","52579","142","53227","150","53926","105","1071"
"AL","Jefferson County","674721","2499","658466","3008","662047","3403","1073"
"AL","Lamar County","13972","21","14564","52","15904","46","1075"
"AL","Lauderdale County","93564","261","92709","144","87966","214","1077"
"AL","Lawrence County","33073","111","34339","108","34803","82","1079"
"AL","Lee County","174241","336","140247","331","115092","232","1081"
"AL","Limestone County","103570","2567","82782","2576","65676","2186","1083"
"AL","Lowndes County","10311","125","11299","34","13473","30","1085"
"AL","Macon County","19532","42","21452","51","24105","38","1087"
"AL","Madison County","388153","847","334811","1012","276700","885","1089"
"AL","Marengo County","19323","46","21027","69","22539","20","1091"
"AL","Marion County","29341","398","30776","557","31214","595","1093"
"AL","Marshall County","97612","289","93019","335","82231","218","1095"
"AL","Mobile County","414809","1759","412992","1328","399843","1321","1097"
"AL","Monroe County","19772","76","23068","55","24324","47","1099"
"AL","Montgomery County","228954","3196","229363","3752","223510","2605","1101"
"AL","Morgan County","123421","1332","119490","1205","111064","721","1103"
"AL","Perry County","8511","0","10591","17","11861","15","1105"
"AL","Pickens County","19123","1612","19746","170","20949","3","1107"
"AL","Pike County","33009","0","32899","2","29605","84","1109"
"AL","Randolph County","21967","57","22913","48","22380","67","1111"
"AL","Russell County","59183","190","52947","291","49756","295","1113"
"AL","St. Clair County","91103","1300","83593","1634","64742","1441","1115"
"AL","Shelby County","223024","1233","195085","881","143293","168","1117"
"AL","Sumter County","12345","0","13763","0","14798","25","1119"
"AL","Talladega County","82149","1627","82291","1989","80321","2342","1121"
"AL","Tallapoosa County","41311","113","41616","137","41475","112","1123"
"AL","Tuscaloosa County","227036","600","194656","615","164875","484","1125"
"AL","Walker County","65342","297","67023","309","70713","266","1127"
"AL","Washington County","15388","47","17581","67","18097","0","1129"
"AL","Wilcox County","10600","103","11670","38","13183","163","1131"
"AL","Winston County","23540","70","24484","56","24843","74","1133"
"CA","Alameda County","1682353","3406","1510271","6713","1443741","6278","6001"
"CA","Alpine County","1204","1","1175","0","1208","0","6003"
"CA","Amador County","40474","4045","38091","3969","35100","3562","6005"
"CA","Butte County","211632","496","220000","557","203171","547","6007"
"CA","Calaveras County","45292","170","45578","172","40554","222","6009"
"CA","Colusa County","21839","68","21419","45","18804","67","6011"
"CA","Contra Costa County","1165927","1122","1049025","1454","948816","1661","6013"
"CA","Del Norte County","27743","2789","28610","3567","27507","3562","6015"
"CA","El Dorado County","191185","432","181058","443","156299","318","6017"
"CA","Fresno County","1008654","6885","930450","8634","799407","7415","6019"
"CA","Glenn County","28917","143","28122","83","26453","219","6021"
"CA","Humboldt County","136463","270","134623","591","126518","559","6023"
"CA","Imperial County","179702","7353","174528","9723","142361","9859","6025"
"CA","Inyo County","19016","129","18546","169","17945","0","6027"
"CA","Kern County","909235","22474","839631","30923","661645","23800","6029"
"CA","Kings County","152486","13700","152982","18875","129461","18217","6031"
"CA","Lake County","68163","294","64665","349","58309","287","6033"
"CA","Lassen County","32730","8679","34895","9494","33828","8624","6035"
"CA","Los Angeles County","10014009","19518","9818605","26134","9519338","28193","6037"
"CA","Madera County","156255","6130","150865","7738","123109","7084","6039"
"CA","Marin County","262321","4148","252409","5115","247289","6523","6041"
"CA","Mariposa County","17131","110","18251","131","17130","138","6043"
"CA","Mendocino County","91601","387","87841","552","86265","398","6045"
"CA","Merced County","281202","1582","255793","1947","210554","539","6047"
"CA","Modoc County","8700","82","9686","129","9449","164","6049"
"CA","Mono County","13195","19","14202","16","12853","35","6051"
"CA","Monterey County","439035","6645","415057","11094","401762","12221","6053"
"CA","Napa County","138019","196","136484","246","124279","199","6055"
"CA","Nevada County","102241","268","98764","279","92033","164","6057"
"CA","Orange County","3186989","5766","3010232","5547","2846289","6141","6059"
"CA","Placer County","404739","613","348432","552","248399","357","6061"
"CA","Plumas County","19790","26","20007","38","20824","35","6063"
"CA","Riverside County","2418185","12250","2189641","15930","1545387","16249","6065"
"CA","Sacramento County","1585055","9670","1418788","10671","1223499","6463","6067"
"CA","San Benito County","64209","0","55269","0","53234","97","6069"
"CA","San Bernardino County","2181654","16264","2035210","18855","1709434","16959","6071"
"CA","San Diego County","3298634","12449","3095313","12497","2813833","12140","6073"
"CA","San Francisco County","873965","1165","805235","1573","776733","1376","6075"
"CA","San Joaquin County","779233","6148","685306","5115","563598","7146","6077"
"CA","San Luis Obispo County","282424","4272","269637","6915","246681","7313","6079"
"CA","San Mateo County","764442","1416","718451","1090","707161","1946","6081"
"CA","Santa Barbara County","448229","3045","423895","4472","399347","4095","6083"
"CA","Santa Clara County","1936259","2205","1781642","4015","1682585","4367","6085"
"CA","Santa Cruz County","270861","395","262382","423","255602","656","6087"
"CA","Shasta County","182155","394","177223","360","163256","576","6089"
"CA","Sierra County","3236","0","3240","0","3555","4","6091"
"CA","Siskiyou County","44076","81","44900","129","44301","176","6093"
"CA","Solano County","453491","6899","413344","8766","394542","9800","6095"
"CA","Sonoma County","488863","818","483878","982","458614","1207","6097"
"CA","Stanislaus County","552878","377","514453","1091","446997","1093","6099"
"CA","Sutter County","99633","161","94737","499","78930","454","6101"
"CA","Tehama County","65829","287","63463","373","56039","305","6103"
"CA","Trinity County","16112","107","13786","133","13022","167","6105"
"CA","Tulare County","473117","1215","442179","1445","368021","1222","6107"
"CA","Tuolumne County","55620","2841","55365","3839","54501","4246","6109"
"CA","Ventura County","843843","584","823318","1538","753197","2325","6111"
"CA","Yolo County","216403","213","200849","411","168660","405","6113"
"CA","Yuba County","81575","368","72155","406","60219","341","6115"
"VA","Accomack County","33413","122","33164","92","38305","124","51001"
"VA","Albemarle County","112395","319","98970","560","79236","399","51003"
"VA","Alleghany County","15223","0","16250","0","12926","0","51005"
"VA","Amelia County","13265","0","12690","0","11400","0","51007"
"VA","Amherst County","31307","0","32353","489","31894","55","51009"
"VA","Appomattox County","16119","0","14973","0","13705","21","51011"
"VA","Arlington County","238643","247","207627","544","189453","506","51013"
"VA","Augusta County","77487","2371","73750","2138","65615","1392","51015"
"VA","Bath County","4209","0","4731","0","5048","6","51017"
"VA","Bedford County","79462","81","68676","75","60371","93","51019"
"VA","Bland County","6270","623","6824","637","6871","590","51021"
"VA","Botetourt County","33596","109","33148","98","30496","287","51023"
"VA","Brunswick County","15849","1935","17434","1762","18419","2442","51025"
"VA","Buchanan County","20355","948","24098","839","26978","903","51027"
"VA","Buckingham County","16824","2036","17146","2173","15623","1992","51029"
"VA","Campbell County","55696","277","54842","273","51078","271","51031"
"VA","Caroline County","30887","415","28545","379","22121","431","51033"
"VA","Carroll County","29155","0","30042","0","29245","0","51035"
"VA","Charles City County","6773","0","7256","0","6926","0","51036"
"VA","Charlotte County","11529","74","12586","83","12472","51","51037"
"VA","Chesterfield County","364548","525","316236","732","259903","700","51041"
"VA","Clarke County","14783","0","14034","75","12652","150","51043"
"VA","Craig County","4892","0","5190","0","5091","0","51045"
"VA","Culpeper County","52552","1023","46689","1263","34262","1279","51047"
"VA","Cumberland County","9675","0","10052","0","9017","0","51049"
"VA","Dickenson County","14124","314","15903","256","16395","43","51051"
"VA","Dinwiddie County","27947","0","28001","55","24533","113","51053"
"VA","Essex County","10599","0","11151","0","9989","0","51057"
"VA","Fairfax County","1150309","667","1081726","1207","969749","3749","51059"
"VA","Fauquier County","72972","40","65203","96","55139","70","51061"
"VA","Floyd County","15476","0","15279","0","13874","0","51063"
"VA","Fluvanna County","27249","1068","25691","1218","20047","870","51065"
"VA","Franklin County","54477","0","56159","54","47286","82","51067"
"VA","Frederick County","91419","475","78305","519","59209","276","51069"
"VA","Giles County","16787","0","17286","0","16657","0","51071"
"VA","Gloucester County","38711","28","36858","75","34780","0","51073"
"VA","Goochland County","24727","748","21717","1276","16863","1074","51075"
"VA","Grayson County","15333","913","15533","0","17917","1036","51077"
"VA","Greene County","20552","0","18403","0","15244","0","51079"
"VA","Greensville County","11391","3273","12243","3499","11560","3027","51081"
"VA","Halifax County","34022","236","36241","326","37355","386","51083"
"VA","Hanover County","109979","326","99863","448","86320","545","51085"
"VA","Henrico County","334389","656","306935","698","262300","537","51087"
"VA","Henry County","50948","283","54151","303","57930","253","51089"
"VA","Highland County","2232","0","2321","0","2536","0","51091"
"VA","Isle of Wight County","38606","0","35270","0","29728","0","51093"
"VA","James City County","78254","371","67009","432","48102","460","51095"
"VA","King and Queen County","6608","0","6945","0","6630","0","51097"
"VA","King George County","26723","0","23584","0","16803","0","51099"
"VA","King William County","17810","0","15935","0","13146","0","51101"
"VA","Lancaster County","10919","18","11391","25","11567","28","51103"
"VA","Lee County","22173","1352","25587","1486","23589","44","51105"
"VA","Loudoun County","420959","0","312311","170","169599","140","51107"
"VA","Louisa County","37596","0","33153","0","25627","0","51109"
"VA","Lunenburg County","11936","953","12914","1173","13146","1119","51111"
"VA","Madison County","13837","0","13308","3","12520","0","51113"
"VA","Mathews County","8533","0","8978","0","9207","0","51115"
"VA","Mecklenburg County","30319","431","32727","1310","32380","1277","51117"
"VA","Middlesex County","10625","162","10959","235","9932","136","51119"
"VA","Montgomery County","99721","71","94392","84","83629","135","51121"
"VA","Nelson County","14775","0","15020","0","14445","0","51125"
"VA","New Kent County","22945","526","18429","447","13462","316","51127"
"VA","Northampton County","12282","58","12389","148","13093","51","51131"
"VA","Northumberland County","11839","0","12330","0","12259","12","51133"
"VA","Nottoway County","15642","1579","15853","1371","15725","1291","51135"
"VA","Orange County","36254","98","33481","379","25881","236","51137"
"VA","Page County","23709","58","24042","75","23177","36","51139"
"VA","Patrick County","17608","126","18490","31","19407","22","51141"
"VA","Pittsylvania County","60501","1078","63506","615","61745","185","51143"
"VA","Powhatan County","30333","1008","28046","2021","22377","2150","51145"
"VA","Prince Edward County","21849","1031","23368","725","19720","339","51147"
"VA","Prince George County","43010","3914","35725","4495","33047","2222","51149"
"VA","Prince William County","482204","536","402002","842","280813","11","51153"
"VA","Pulaski County","33800","860","34872","691","35127","715","51155"
"VA","Rappahannock County","7348","0","7373","27","6983","10","51157"
"VA","Richmond County","8923","1398","9254","1651","8809","1460","51159"
"VA","Roanoke County","96929","885","92376","832","85778","0","51161"
"VA","Rockbridge County","22650","98","22307","88","20808","75","51163"
"VA","Rockingham County","83757","67","76314","125","67725","0","51165"
"VA","Russell County","25781","62","28897","160","30308","1217","51167"
"VA","Scott County","21576","579","23177","450","23403","33","51169"
"VA","Shenandoah County","44186","0","41993","91","35075","57","51171"
"VA","Smyth County","29800","253","32208","199","33081","268","51173"
"VA","Southampton County","17996","1358","18570","1464","17482","1478","51175"
"VA","Spotsylvania County","140032","0","122397","0","90395","0","51177"
"VA","Stafford County","156927","1287","128961","1418","92446","192","51179"
"VA","Surry County","6561","5","7058","0","6829","0","51181"
"VA","Sussex County","10829","2035","12087","2443","12504","2406","51183"
"VA","Tazewell County","40429","1170","45078","1023","44598","226","51185"
"VA","Warren County","40727","418","37575","126","31584","67","51187"
"VA","Washington County","53935","849","54876","617","51103","84","51191"
"VA","Westmoreland County","18477","0","17454","0","16718","0","51193"
"VA","Wise County","36130","1942","41452","2017","40123","172","51195"
"VA","Wythe County","28290","0","29235","0","27599","0","51197"
"VA","York County","70045","0","65464","0","56297","0","51199"
"VA","Alexandria city","159467","202","139966","400","128283","420","51510"
"VA","Bristol city","17219","138","17835","124","17367","96","51520"
"VA","Buena Vista city","6641","0","6650","0","6349","0","51530"
"VA","Charlottesville city","46553","0","43475","0","45049","0","51540"
"VA","Chesapeake city","249422","3091","222209","2549","199184","2144","51550"
"VA","Colonial Heights city","18170","0","17411","0","16897","0","51570"
"VA","Covington city","5737","65","5961","86","6303","0","51580"
"VA","Danville city","42590","308","43055","406","48411","356","51590"
"VA","Emporia city","5766","0","5927","0","5665","0","51595"
"VA","Fairfax city","24146","0","22565","0","21498","0","51600"
"VA","Falls Church city","14658","0","12332","0","10377","0","51610"
"VA","Franklin city","8180","0","8582","2","8346","0","51620"
"VA","Fredericksburg city","27982","0","24286","0","19279","45","51630"
"VA","Galax city","6720","0","7042","0","6837","0","51640"
"VA","Hampton city","137148","241","137436","243","146437","8397","51650"
"VA","Harrisonburg city","51814","145","48914","303","40468","307","51660"
"VA","Hopewell city","23033","0","22591","0","22354","77","51670"
"VA","Lexington city","7320","0","7042","0","6867","0","51678"
"VA","Lynchburg city","79009","32","75568","535","65269","436","51680"
"VA","Manassas city","42772","0","37821","0","35135","519","51683"
"VA","Manassas Park city","17219","0","14273","0","10290","0","51685"
"VA","Martinsville city","13485","138","13821","140","15416","110","51690"
"VA","Newport News city","186247","460","180719","611","180150","757","51700"
"VA","Norfolk city","238005","873","242803","1734","234403","1473","51710"
"VA","Norton city","3687","0","3958","0","3904","0","51720"
"VA","Petersburg city","33458","0","32420","174","33740","164","51730"
"VA","Poquoson city","12460","0","12150","0","11566","0","51735"
"VA","Portsmouth city","97915","1119","95535","1842","100565","1237","51740"
"VA","Radford city","16070","0","16408","0","15859","0","51750"
"VA","Richmond city","226610","771","204214","1476","197790","1618","51760"
"VA","Roanoke city","100011","419","97032","555","94911","643","51770"
"VA","Salem city","25346","132","24802","116","24747","233","51775"
"VA","Staunton city","25750","0","23746","0","23853","967","51790"
"VA","Suffolk city","94324","900","84585","762","63677","441","51800"
"VA","Virginia Beach city","459470","1212","437994","1358","425257","961","51810"
"VA","Waynesboro city","22196","0","21006","0","19520","0","51820"
"VA","Williamsburg city","15425","0","14068","0","11998","0","51830"
"VA","Winchester city","28120","0","26203","0","23585","0","51840"
"SD","Aurora County","2747","0","2710","0","3058","0","46003"
"SD","Beadle County","19149","24","17398","26","17023","75","46005"
"SD","Bennett County","3381","0","3431","0","3574","9","46007"
"SD","Bon Homme County","7003","1234","7070","1244","7260","771","46009"
"SD","Brookings County","34375","32","31965","20","28220","18","46011"
"SD","Brown County","38301","24","36531","44","35460","47","46013"
"SD","Brule County","5247","0","5255","14","5364","11","46015"
"SD","Buffalo County","1948","0","1912","0","2032","0","46017"
"SD","Butte County","10243","0","10110","0","9094","0","46019"
"SD","Campbell County","1377","0","1466","0","1782","0","46021"
"SD","Charles Mix County","9373","57","9129","43","9350","10","46023"
"SD","Clark County","3837","0","3691","0","4143","0","46025"
"SD","Clay County","14967","16","13864","9","13537","12","46027"
"SD","Codington County","28325","39","27227","57","25897","42","46029"
"SD","Corson County","3902","0","4050","0","4181","0","46031"
"SD","Custer County","8318","0","8216","0","7275","0","46033"
"SD","Davison County","19956","23","19504","103","18741","38","46035"
"SD","Day County","5449","2","5710","11","6267","9","46037"
"SD","Deuel County","4295","0","4364","0","4498","0","46039"
"SD","Dewey County","5239","0","5301","0","5972","17","46041"
"SD","Douglas County","2835","0","3002","0","3458","0","46043"
"SD","Edmunds County","3986","0","4071","8","4367","3","46045"
"SD","Fall River County","6973","11","7094","6","7453","18","46047"
"SD","Faulk County","2125","33","2364","2","2640","4","46049"
"SD","Grant County","7556","7","7356","14","7847","5","46051"
"SD","Gregory County","3994","0","4271","0","4792","0","46053"
"SD","Haakon County","1872","0","1937","0","2196","0","46055"
"SD","Hamlin County","6164","0","5903","0","5540","0","46057"
"SD","Hand County","3145","0","3431","0","3741","0","46059"
"SD","Hanson County","3461","0","3331","0","3139","0","46061"
"SD","Harding County","1311","0","1255","0","1353","42","46063"
"SD","Hughes County","17765","571","17022","529","16481","187","46065"
"SD","Hutchinson County","7427","0","7343","0","8075","0","46067"
"SD","Hyde County","1262","0","1420","0","1671","0","46069"
"SD","Jackson County","2806","0","3031","0","2930","0","46071"
"SD","Jerauld County","1663","0","2071","0","2295","0","46073"
"SD","Jones County","917","0","1006","0","1193","0","46075"
"SD","Kingsbury County","5187","0","5148","0","5815","0","46077"
"SD","Lake County","11059","12","11200","15","11276","2","46079"
"SD","Lawrence County","25768","24","24097","30","21802","22","46081"
"SD","Lincoln County","65161","0","44828","0","24131","0","46083"
"SD","Lyman County","3718","31","3755","0","3895","0","46085"
"SD","McCook County","5682","0","5618","0","5832","0","46087"
"SD","McPherson County","2411","0","2459","0","2904","0","46089"
"SD","Marshall County","4306","1","4656","3","4576","3","46091"
"SD","Meade County","29852","24","25434","46","24253","26","46093"
"SD","Mellette County","1918","0","2048","0","2083","0","46095"
"SD","Miner County","2298","0","2389","0","2884","0","46097"
"SD","Minnehaha County","197214","1886","169468","2066","148281","1551","46099"
"SD","Moody County","6336","0","6486","0","6595","0","46101"
"SD","Pennington County","109222","1390","100948","728","88565","378","46103"
"SD","Perkins County","2835","0","2982","0","3363","0","46105"
"SD","Potter County","2472","0","2329","0","2693","0","46107"
"SD","Roberts County","10280","74","10149","12","10016","35","46109"
"SD","Sanborn County","2330","0","2355","0","2675","0","46111"
"SD","Spink County","6361","0","6415","0","7454","188","46115"
"SD","Stanley County","2980","0","2966","0","2772","0","46117"
"SD","Sully County","1446","0","1373","0","1556","0","46119"
"SD","Todd County","9319","49","9612","27","9050","10","46121"
"SD","Tripp County","5624","90","5644","53","6430","1","46123"
"SD","Turner County","8673","0","8347","0","8849","0","46125"
"SD","Union County","16811","14","14399","13","12584","26","46127"
"SD","Walworth County","5315","20","5438","12","5974","10","46129"
"SD","Yankton County","23310","782","22438","1192","21652","865","46135"
"SD","Ziebach County","2413","0","2801","0","2519","0","46137"
"MT","Beaverhead County","9371","5","9246","5","9202","9","30001"
"MT","Big Horn County","13124","110","12865","29","12671","38","30003"
"MT","Blaine County","7044","12","6491","10","7009","5","30005"
"MT","Broadwater County","6774","24","5612","25","4385","1","30007"
"MT","Carbon County","10473","0","10078","0","9552","7","30009"
"MT","Carter County","1415","0","1160","0","1360","0","30011"
"MT","Cascade County","84414","560","81327","496","80357","456","30013"
"MT","Chouteau County","5895","9","5813","5","5970","6","30015"
"MT","Custer County","11867","109","11699","13","11696","10","30017"
"MT","Daniels County","1661","0","1751","0","2017","0","30019"
"MT","Dawson County","8940","215","8966","222","9059","149","30021"
"MT","Deer Lodge County","9421","231","9298","282","9417","0","30023"
"MT","Fallon County","3049","1","2890","3","2837","3","30025"
