"state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","FIPS"
"MO","Callaway County","44283","1472","44332","1579","40766","2431","29027"
"MO","Camden County","42745","6","44002","108","37051","54","29029"
"MO","Cape Girardeau County","81710","290","75674","54","68693","76","29031"
"MO","Carroll County","8495","0","9295","0","10285","30","29033"
"MO","Carter County","5202","0","6265","0","5941","0","29035"
"MO","Cass County","107824","102","99478","89","82092","65","29037"
"MO","Cedar County","14188","0","13982","7","13733","7","29039"
"MO","Chariton County","7408","22","7831","6","8438","9","29041"
"MO","Christian County","88842","93","77422","91","54285","9","29043"
"MO","Clark County","6634","16","7139","6","7416","4","29045"
"MO","Clay County","253335","229","221939","294","184006","180","29047"
"MO","Clinton County","21184","0","20743","0","18979","13","29049"
"MO","Cole County","77279","3410","75990","3524","71397","4521","29051"
"MO","Cooper County","17103","864","17601","1282","16670","1699","29053"
"MO","Crawford County","23056","89","24696","84","22804","32","29055"
"MO","Dade County","7569","5","7883","4","7923","4","29057"
"MO","Dallas County","17071","34","16777","14","15661","15","29059"
"MO","Daviess County","8430","70","8433","122","8016","0","29061"
"MO","DeKalb County","11029","1723","12892","3386","11597","2629","29063"
"MO","Dent County","14421","12","15657","6","14927","13","29065"
"MO","Douglas County","11578","26","13684","18","13084","3","29067"
"MO","Dunklin County","28283","94","31953","138","33155","77","29069"
"MO","Franklin County","104682","102","101492","108","93807","103","29071"
"MO","Gasconade County","14794","0","15222","0","15342","0","29073"
"MO","Gentry County","6162","1","6738","0","6861","7","29075"
"MO","Greene County","298915","1477","275174","1658","240391","1549","29077"
"MO","Grundy County","9808","0","10261","17","10432","5","29079"
"MO","Harrison County","8157","26","8957","14","8850","9","29081"
"MO","Henry County","21946","0","22272","21","21997","35","29083"
"MO","Hickory County","8279","1","9627","9","8940","8","29085"
"MO","Holt County","4223","6","4912","10","5351","6","29087"
"MO","Howard County","10151","15","10144","6","10212","10","29089"
"MO","Howell County","39750","24","40400","46","37238","60","29091"
"MO","Iron County","9537","18","10630","17","10697","12","29093"
"MO","Jackson County","717204","1496","674158","1196","654880","1602","29095"
"MO","Jasper County","122761","196","117404","269","104686","186","29097"
"MO","Jefferson County","226739","150","218733","254","198099","132","29099"
"MO","Johnson County","54013","123","52595","107","48258","38","29101"
"MO","Knox County","3744","0","4131","0","4361","0","29103"
"MO","Laclede County","36039","76","35571","105","32513","90","29105"
"MO","Lafayette County","32984","150","33381","97","32960","31","29107"
"MO","Lawrence County","38001","73","38634","27","35204","31","29109"
"MO","Lewis County","10032","1","10211","8","10494","9","29111"
"MO","Lincoln County","59574","189","52566","65","38944","89","29113"
"MO","Linn County","11874","0","12761","0","13754","0","29115"
"MO","Livingston County","14557","1137","15195","1007","14558","535","29117"
"MO","McDonald County","23303","25","23083","37","21681","23","29119"
"MO","Macon County","15209","0","15566","0","15762","5","29121"
"MO","Madison County","12626","153","12226","17","11800","19","29123"
"MO","Maries County","8432","0","9176","0","8903","9","29125"
"MO","Marion County","28525","121","28781","119","28289","107","29127"
"MO","Mercer County","3538","0","3785","0","3757","3","29129"
"MO","Miller County","24722","72","24748","62","23564","130","29131"
"MO","Mississippi County","12577","1280","14358","1722","13427","87","29133"
"MO","Moniteau County","15473","748","15607","1153","14827","1158","29135"
"MO","Monroe County","8666","16","8840","4","9311","6","29137"
"MO","Montgomery County","11322","29","12236","85","12136","21","29139"
"MO","Morgan County","21006","96","20565","78","19309","18","29141"
"MO","New Madrid County","16434","0","18956","45","19760","36","29143"
"MO","Newton County","58648","98","58114","94","52636","50","29145"
"MO","Nodaway County","21241","470","23370","540","21912","537","29147"
"MO","Oregon County","8635","11","10881","12","10344","2","29149"
"MO","Osage County","13274","0","13878","116","13062","4","29151"
"MO","Ozark County","8553","0","9723","0","9542","0","29153"
"MO","Pemiscot County","15661","82","18296","32","20047","33","29155"
"MO","Perry County","18956","28","18971","29","18132","34","29157"
"MO","Pettis County","42980","156","42201","107","39403","41","29159"
"MO","Phelps County","44638","411","45156","122","39825","38","29161"
"MO","Pike County","17587","1352","18516","1958","18351","1906","29163"
"MO","Platte County","106718","58","89322","72","73781","90","29165"
"MO","Polk County","31519","37","31137","25","26992","10","29167"
"MO","Pulaski County","53955","63","52274","20","41165","31","29169"
"MO","Putnam County","4681","0","4979","0","5223","9","29171"
"MO","Ralls County","10355","0","10167","0","9626","0","29173"
"MO","Randolph County","24716","1611","25414","1792","24663","1831","29175"
"MO","Ray County","23158","36","23494","81","23354","140","29177"
"MO","Reynolds County","6096","11","6696","11","6689","5","29179"
"MO","Ripley County","10679","0","14100","0","13509","11","29181"
"MO","St. Charles County","405262","122","360485","358","283883","232","29183"
"MO","St. Clair County","9284","101","9805","98","9652","36","29185"
"MO","Ste. Genevieve County","18479","466","18145","69","17842","87","29186"
"MO","St. Francois County","66922","5111","65359","5413","55641","2712","29187"
"MO","St. Louis County","1004125","1930","998954","2344","1016315","2319","29189"
"MO","Saline County","23333","46","23370","46","23756","31","29195"
"MO","Schuyler County","4032","0","4431","0","4170","0","29197"
"MO","Scotland County","4716","0","4843","2","4983","4","29199"
"MO","Scott County","38059","114","39191","100","40422","43","29201"
"MO","Shannon County","7031","11","8441","6","8324","14","29203"
"MO","Shelby County","6103","2","6373","7","6799","2","29205"
"MO","Stoddard County","28672","39","29968","57","29705","45","29207"
"MO","Stone County","31076","0","32202","0","28658","30","29209"
"MO","Sullivan County","5999","0","6714","0","7219","6","29211"
"MO","Taney County","56066","118","51675","102","39703","20","29213"
"MO","Texas County","24487","1505","26008","1644","23003","6","29215"
"MO","Vernon County","19707","91","21159","48","20454","12","29217"
"MO","Warren County","35532","87","32513","106","24525","56","29219"
"MO","Washington County","23514","927","25195","926","23344","949","29221"
"MO","Wayne County","10974","46","13521","14","13259","3","29223"
"MO","Webster County","39085","604","36202","653","31045","685","29225"
"MO","Worth County","1973","0","2171","0","2382","0","29227"
"MO","Wright County","18188","64","18815","23","17955","14","29229"
"MO","St. Louis city","301578","1213","319294","1300","348189","1081","29510"
"LA","Acadia Parish","57576","49","61773","260","58861","207","22001"
"LA","Allen Parish","22750","2747","25764","3949","25440","3903","22003"
"LA","Ascension Parish","126500","311","107215","460","76627","209","22005"
"LA","Assumption Parish","21039","85","23421","75","23388","57","22007"
"LA","Avoyelles Parish","39693","2101","42073","2685","41481","2319","22009"
"LA","Beauregard Parish","36549","904","35654","1087","32986","883","22011"
"LA","Bienville Parish","12981","35","14353","44","15752","50","22013"
"LA","Bossier Parish","128746","979","116979","312","98310","332","22015"
"LA","Caddo Parish","237848","1214","254969","2194","252161","1800","22017"
"LA","Calcasieu Parish","216785","1018","192768","1500","183577","1205","22019"
"LA","Caldwell Parish","9645","586","10132","502","10560","527","22021"
"LA","Cameron Parish","5617","24","6839","0","9991","23","22023"
"LA","Catahoula Parish","8906","493","10407","793","10920","392","22025"
"LA","Claiborne Parish","14170","1635","17195","2767","16851","924","22027"
"LA","Concordia Parish","18687","746","20822","1311","20247","457","22029"
"LA","De Soto Parish","26812","89","26656","98","25494","93","22031"
"LA","East Baton Rouge Parish","456781","2008","440171","2364","412852","1740","22033"
"LA","East Carroll Parish","7459","1595","7759","1067","9421","903","22035"
"LA","East Feliciana Parish","19539","1750","20267","1562","21360","1686","22037"
"LA","Evangeline Parish","32350","967","33984","1061","35434","1220","22039"
"LA","Franklin Parish","19774","0","20767","351","21263","303","22041"
"LA","Grant Parish","22169","2778","22309","2745","18698","28","22043"
"LA","Iberia Parish","69929","374","73240","476","73266","385","22045"
"LA","Iberville Parish","30241","2225","33387","3533","33320","3100","22047"
"LA","Jackson Parish","15031","499","16274","816","15397","21","22049"
"LA","Jefferson Parish","440781","930","432552","943","455466","691","22051"
"LA","Jefferson Davis Parish","32250","244","31594","120","31435","74","22053"
"LA","Lafayette Parish","241753","1339","221578","1082","190503","901","22055"
"LA","Lafourche Parish","97557","543","96318","361","89974","190","22057"
"LA","LaSalle Parish","14791","1819","14890","1044","14282","470","22059"
"LA","Lincoln Parish","48396","243","46735","203","42509","91","22061"
"LA","Livingston Parish","142282","541","128026","524","91814","142","22063"
"LA","Madison Parish","10017","600","12093","1430","13728","602","22065"
"LA","Morehouse Parish","25629","864","27979","485","31021","441","22067"
"LA","Natchitoches Parish","37515","617","39566","461","39080","314","22069"
"LA","Orleans Parish","383997","1721","343829","3749","484674","6160","22071"
"LA","Ouachita Parish","160368","2503","153720","2112","147250","763","22073"
"LA","Plaquemines Parish","23515","500","23042","26","26757","311","22075"
"LA","Pointe Coupee Parish","20758","0","22802","0","22763","106","22077"
"LA","Rapides Parish","130023","758","131613","1547","126337","1448","22079"
"LA","Red River Parish","7620","37","9091","75","9622","60","22081"
"LA","Richland Parish","20043","651","20725","708","20981","670","22083"
"LA","Sabine Parish","22155","120","24233","165","23459","118","22085"
"LA","St. Bernard Parish","43764","155","35897","228","67229","296","22087"
"LA","St. Charles Parish","52549","432","52780","504","48072","95","22089"
"LA","St. Helena Parish","10920","36","11203","47","10525","0","22091"
"LA","St. James Parish","20192","45","22102","92","21216","83","22093"
"LA","St. John the Baptist Parish","42477","155","45924","226","43044","315","22095"
"LA","St. Landry Parish","82540","307","83384","274","87700","299","22097"
"LA","St. Martin Parish","51767","29","52160","448","48583","420","22099"
"LA","St. Mary Parish","49406","282","54650","443","53500","267","22101"
"LA","St. Tammany Parish","264570","319","233740","118","191268","550","22103"
"LA","Tangipahoa Parish","133157","904","121097","612","100588","537","22105"
"LA","Tensas Parish","4147","0","5252","16","6618","421","22107"
"LA","Terrebonne Parish","109580","505","111860","789","104503","540","22109"
"LA","Union Parish","21107","150","22721","340","22803","130","22111"
"LA","Vermilion Parish","57359","0","57999","0","53807","155","22113"
"LA","Vernon Parish","48750","103","52334","94","52531","277","22115"
"LA","Washington Parish","45463","1454","47168","1302","43926","1306","22117"
"LA","Webster Parish","36967","0","41207","709","41831","278","22119"
"LA","West Baton Rouge Parish","27199","517","23788","446","21601","436","22121"
"LA","West Carroll Parish","9751","0","11604","378","12314","579","22123"
"LA","West Feliciana Parish","15310","5284","15625","5171","15111","5022","22125"
"LA","Winn Parish","13755","1322","15313","1520","16894","1529","22127"
"UT","Beaver County","7072","344","6629","14","6005","158","49001"
"UT","Box Elder County","57666","88","49975","116","42745","122","49003"
"UT","Cache County","133154","201","112656","312","91391","66","49005"
"UT","Carbon County","20412","58","21403","93","20422","49","49007"
"UT","Daggett County","935","0","1059","63","921","77","49009"
"UT","Davis County","362679","324","306479","675","238994","542","49011"
"UT","Duchesne County","19596","91","18607","152","14371","175","49013"
"UT","Emery County","9825","0","10976","0","10860","19","49015"
"UT","Garfield County","5083","60","5172","97","4735","94","49017"
"UT","Grand County","9669","34","9225","33","8485","31","49019"
"UT","Iron County","57289","120","46163","136","33779","103","49021"
"UT","Juab County","11786","33","10246","36","8238","18","49023"
"UT","Kane County","7667","163","7125","22","6046","6","49025"
"UT","Millard County","12975","52","12503","18","12405","86","49027"
"UT","Morgan County","12295","0","9469","0","7129","0","49029"
